Date,gold_oz_usd_price,gold_kg_usd_price,gold_oz_gbp_price,gold_kg_gbp_price,gold_oz_eur_price,gold_kg_eur_price
1968-01-02 09:00:00+00:00,35.18,1131.06,14.64,470.69,,
1968-01-30 09:00:00+00:00,35.19,1131.38,14.59,469.08,,
1968-02-01 09:00:00+00:00,35.2,1131.7,14.59,469.08,,
1968-03-01 09:00:00+00:00,35.2,1131.7,14.66,471.33,,
1968-04-01 09:00:00+00:00,38.0,1221.73,15.81,508.3,,
1968-04-30 09:00:00+00:00,39.1,1257.09,16.32,524.7,,
1968-05-01 09:00:00+00:00,39.1,1257.09,16.31,524.38,,
1968-05-30 09:00:00+00:00,41.75,1342.29,17.5,562.64,,
1968-06-04 09:00:00+00:00,41.2,1324.61,17.27,555.24,,
1968-07-01 09:00:00+00:00,40.9,1314.96,17.16,551.71,,
1968-07-30 09:00:00+00:00,39.1,1257.09,16.33,525.02,,
1968-08-01 09:00:00+00:00,38.8,1247.45,16.21,521.16,,
1968-08-30 09:00:00+00:00,39.85,1281.21,16.72,537.56,,
1968-09-03 09:00:00+00:00,39.98,1285.38,16.77,539.17,,
1968-09-30 09:00:00+00:00,39.7,1276.38,16.63,534.67,,
1968-10-01 09:00:00+00:00,39.6,1273.17,16.58,533.06,,
1968-10-30 09:00:00+00:00,39.3,1263.52,16.43,528.24,,
1968-11-01 09:00:00+00:00,38.9,1250.66,16.26,522.77,,
1968-12-02 09:00:00+00:00,39.9,1282.81,16.72,537.56,,
1968-12-30 09:00:00+00:00,42.0,1350.33,17.61,566.17,,
1969-01-02 09:00:00+00:00,41.8,1343.9,17.52,563.28,,
1969-01-30 09:00:00+00:00,42.55,1368.01,17.81,572.6,,
1969-02-03 09:00:00+00:00,42.5,1366.4,17.77,571.32,,
1969-03-03 09:00:00+00:00,42.75,1374.44,17.86,574.21,,
1969-03-31 09:00:00+00:00,43.1,1385.7,18.01,579.03,,
1969-04-01 09:00:00+00:00,43.1,1385.7,18.0,578.71,,
1969-04-30 09:00:00+00:00,43.6,1401.77,18.26,587.07,,
1969-05-01 09:00:00+00:00,43.6,1401.77,18.28,587.71,,
1969-05-30 09:00:00+00:00,43.15,1387.3,18.06,580.64,,
1969-06-02 09:00:00+00:00,42.95,1380.87,17.97,577.75,,
1969-06-30 09:00:00+00:00,41.23,1325.57,17.24,554.28,,
1969-07-01 09:00:00+00:00,41.1,1321.39,17.18,552.35,,
1969-07-30 09:00:00+00:00,41.49,1333.93,17.35,557.81,,
1969-08-01 09:00:00+00:00,41.39,1330.72,17.32,556.85,,
1969-09-02 09:00:00+00:00,40.79,1311.43,17.12,550.42,,
1969-09-30 09:00:00+00:00,40.65,1306.93,17.06,548.49,,
1969-10-01 09:00:00+00:00,40.75,1310.14,17.08,549.13,,
1969-10-30 09:00:00+00:00,39.98,1285.38,16.7,536.92,,
1969-11-03 09:00:00+00:00,39.58,1272.52,16.52,531.13,,
1969-12-01 09:00:00+00:00,35.52,1141.99,14.82,476.47,,
1969-12-30 09:00:00+00:00,35.23,1132.67,14.68,471.97,,
1970-01-02 09:00:00+00:00,35.12,1129.13,14.63,470.36,,
1970-01-16 22:00:00+00:00,34.75,1117.24,14.48,465.54,,
1970-01-30 09:00:00+00:00,34.98,1124.63,14.56,468.11,,
1970-02-02 09:00:00+00:00,34.95,1123.67,14.55,467.79,,
1970-03-02 09:00:00+00:00,35.0,1125.27,14.54,467.47,,
1970-03-31 09:00:00+00:00,35.3,1134.92,14.67,471.65,,
1970-04-01 09:00:00+00:00,35.33,1135.88,14.67,471.65,,
1970-04-30 09:00:00+00:00,35.85,1152.6,14.9,479.05,,
1970-05-01 09:00:00+00:00,35.85,1152.6,14.9,479.05,,
1970-06-01 09:00:00+00:00,35.45,1139.74,14.77,474.87,,
1970-06-30 09:00:00+00:00,35.51,1141.67,14.82,476.47,,
1970-07-01 09:00:00+00:00,35.5,1141.35,14.82,476.47,,
1970-07-30 09:00:00+00:00,35.3,1134.92,14.77,474.87,,
1970-08-03 09:00:00+00:00,35.3,1134.92,14.76,474.54,,
1970-09-01 09:00:00+00:00,35.85,1152.6,15.04,483.55,,
1970-09-30 09:00:00+00:00,36.24,1165.14,15.18,488.05,,
1970-10-01 09:00:00+00:00,36.42,1170.93,15.26,490.62,,
1970-10-30 09:00:00+00:00,37.4,1202.44,15.65,503.16,,
1970-11-02 09:00:00+00:00,37.7,1212.08,15.77,507.02,,
1970-11-30 09:00:00+00:00,37.6,1208.87,15.74,506.05,,
1970-12-01 09:00:00+00:00,37.35,1200.83,15.64,502.84,,
1970-12-30 09:00:00+00:00,37.38,1201.79,15.62,502.19,,
1971-01-04 09:00:00+00:00,37.33,1200.19,15.59,501.23,,
1971-02-01 09:00:00+00:00,38.1,1224.94,15.76,506.7,,
1971-03-01 09:00:00+00:00,38.75,1245.84,16.04,515.7,,
1971-03-30 09:00:00+00:00,38.75,1245.84,16.03,515.38,,
1971-04-01 09:00:00+00:00,38.95,1252.27,16.12,518.27,,
1971-04-30 09:00:00+00:00,39.6,1273.17,16.37,526.31,,
1971-05-03 09:00:00+00:00,39.42,1267.38,16.29,523.73,,
1971-06-01 09:00:00+00:00,40.85,1313.36,16.9,543.35,,
1971-06-30 09:00:00+00:00,40.2,1292.46,16.61,534.02,,
1971-07-01 09:00:00+00:00,40.1,1289.24,16.58,533.06,,
1971-07-30 09:00:00+00:00,42.48,1365.76,17.56,564.57,,
1971-08-02 09:00:00+00:00,42.48,1365.76,17.56,564.57,,
1971-08-31 09:00:00+00:00,41.0,1318.18,16.66,535.63,,
1971-09-01 09:00:00+00:00,40.7,1308.53,16.58,533.06,,
1971-09-30 09:00:00+00:00,42.48,1365.76,17.1,549.78,,
1971-10-01 09:00:00+00:00,42.17,1355.8,16.97,545.6,,
1971-11-01 09:00:00+00:00,42.12,1354.19,16.9,543.35,,
1971-11-30 09:00:00+00:00,43.55,1400.16,17.46,561.35,,
1971-12-01 09:00:00+00:00,43.5,1398.56,17.44,560.71,,
1971-12-30 09:00:00+00:00,43.5,1398.56,17.05,548.17,,
1972-01-03 09:00:00+00:00,43.73,1405.95,17.12,550.42,,
1972-01-31 09:00:00+00:00,46.95,1509.48,18.1,581.93,,
1972-02-01 09:00:00+00:00,47.49,1526.84,18.31,588.68,,
1972-03-01 09:00:00+00:00,47.8,1536.8,18.34,589.64,,
1972-03-30 09:00:00+00:00,48.38,1555.45,18.5,594.79,,
1972-04-04 09:00:00+00:00,48.4,1556.09,18.5,594.79,,
1972-05-01 09:00:00+00:00,50.2,1613.97,19.22,617.94,,
1972-05-30 09:00:00+00:00,58.7,1887.25,22.47,722.43,,
1972-06-01 09:00:00+00:00,58.8,1890.46,22.51,723.71,,
1972-06-30 09:00:00+00:00,64.1,2060.86,26.12,839.78,,
1972-07-03 09:00:00+00:00,64.25,2065.68,26.35,847.17,,
1972-07-31 09:00:00+00:00,68.9,2215.18,28.12,904.08,,
1972-08-01 09:00:00+00:00,68.8,2211.97,28.09,903.11,,
1972-08-30 09:00:00+00:00,66.8,2147.67,27.24,875.79,,
1972-09-01 09:00:00+00:00,66.8,2147.67,27.3,877.71,,
1972-10-02 09:00:00+00:00,64.1,2060.86,26.47,851.03,,
1972-10-30 09:00:00+00:00,64.5,2073.72,27.6,887.36,,
1972-11-01 09:00:00+00:00,63.8,2051.21,27.1,871.28,,
1972-11-30 09:00:00+00:00,63.6,2044.78,27.04,869.35,,
1972-12-01 09:00:00+00:00,63.9,2054.43,27.21,874.82,,
1973-01-02 09:00:00+00:00,64.99,2089.47,27.69,890.25,,
1973-01-30 09:00:00+00:00,66.2,2128.38,27.83,894.75,,
1973-02-01 09:00:00+00:00,66.4,2134.81,27.84,895.08,,
1973-03-01 09:00:00+00:00,86.0,2764.96,34.48,1108.56,,
1973-03-30 09:00:00+00:00,90.25,2901.6,36.42,1170.93,,
1973-04-02 09:00:00+00:00,89.25,2869.45,36.09,1160.32,,
1973-04-30 09:00:00+00:00,90.7,2916.07,36.46,1172.21,,
1973-05-01 09:00:00+00:00,90.7,2916.07,36.44,1171.57,,
1973-05-30 09:00:00+00:00,111.5,3584.8,43.48,1397.91,,
1973-06-01 09:00:00+00:00,117.0,3761.63,45.42,1460.28,,
1973-07-02 09:00:00+00:00,123.0,3954.54,47.65,1531.98,,
1973-07-30 09:00:00+00:00,114.0,3665.18,45.36,1458.36,,
1973-08-01 09:00:00+00:00,117.0,3761.63,46.46,1493.72,,
1973-08-30 09:00:00+00:00,105.75,3399.94,42.94,1380.55,,
1973-09-03 09:00:00+00:00,105.5,3391.9,42.9,1379.27,,
1973-10-01 09:00:00+00:00,98.5,3166.84,40.84,1313.03,,
1973-10-30 09:00:00+00:00,97.0,3118.62,39.98,1285.38,,
1973-11-01 09:00:00+00:00,97.25,3126.66,39.89,1282.49,,
1973-11-30 09:00:00+00:00,100.25,3223.11,42.71,1373.16,,
1973-12-03 09:00:00+00:00,100.0,3215.07,42.74,1374.12,,
1973-12-31 09:00:00+00:00,112.25,3608.92,48.35,1554.49,,
1974-01-02 09:00:00+00:00,114.75,3689.29,49.6,1594.67,,
1974-01-30 09:00:00+00:00,135.7,4362.85,60.53,1946.08,,
1974-02-01 09:00:00+00:00,132.0,4243.89,57.72,1855.74,,
1974-03-01 09:00:00+00:00,172.4,5542.78,75.81,2437.34,,
1974-04-01 09:00:00+00:00,173.0,5562.07,71.96,2313.56,,
1974-04-30 09:00:00+00:00,168.5,5417.39,69.11,2221.93,,
1974-05-01 09:00:00+00:00,169.9,5462.4,70.26,2258.91,,
1974-05-30 09:00:00+00:00,161.0,5176.26,67.28,2163.1,,
1974-06-03 09:00:00+00:00,156.5,5031.58,65.26,2098.15,,
1974-07-01 09:00:00+00:00,144.5,4645.78,60.66,1950.26,,
1974-07-30 09:00:00+00:00,160.5,5160.19,67.05,2155.7,,
1974-08-01 09:00:00+00:00,157.5,5063.74,66.06,2123.88,,
1974-08-30 09:00:00+00:00,155.25,4991.4,66.99,2153.78,,
1974-09-02 09:00:00+00:00,158.0,5079.81,68.33,2196.86,,
1974-09-30 09:00:00+00:00,147.5,4742.23,63.21,2032.25,,
1974-10-01 09:00:00+00:00,153.5,4935.13,65.7,2112.3,,
1974-10-30 09:00:00+00:00,167.9,5398.1,71.9,2311.64,,
1974-11-01 09:00:00+00:00,168.75,5425.43,72.22,2321.92,,
1974-12-02 09:00:00+00:00,185.5,5963.95,79.85,2567.23,,
1974-12-30 09:00:00+00:00,197.5,6349.76,84.19,2706.77,,
1975-01-02 09:00:00+00:00,185.0,5947.88,79.13,2544.08,,
1975-01-30 09:00:00+00:00,178.0,5722.82,74.81,2405.19,,
1975-02-03 09:00:00+00:00,177.25,5698.71,74.09,2382.05,,
1975-03-03 09:00:00+00:00,181.6,5838.57,74.67,2400.69,,
1975-04-01 09:00:00+00:00,177.25,5698.71,73.75,2371.11,,
1975-04-30 09:00:00+00:00,167.4,5382.03,71.08,2285.27,,
1975-05-01 09:00:00+00:00,166.25,5345.05,70.67,2272.09,,
1975-05-30 09:00:00+00:00,167.75,5393.28,72.54,2332.21,,
1975-06-02 09:00:00+00:00,163.25,5248.6,70.51,2266.95,,
1975-06-30 09:00:00+00:00,166.0,5337.02,75.17,2416.77,,
1975-07-01 09:00:00+00:00,167.0,5369.17,76.41,2456.63,,
1975-07-30 09:00:00+00:00,166.2,5343.45,76.38,2455.67,,
1975-08-01 09:00:00+00:00,166.5,5353.09,77.59,2494.57,,
1975-09-01 09:00:00+00:00,154.25,4959.25,73.13,2351.18,,
1975-09-30 09:00:00+00:00,138.25,4444.83,67.66,2175.32,,
1975-10-01 09:00:00+00:00,143.75,4621.66,70.26,2258.91,,
1975-10-30 09:00:00+00:00,144.0,4629.7,69.46,2233.19,,
1975-11-03 09:00:00+00:00,143.0,4597.55,68.88,2214.54,,
1975-12-01 09:00:00+00:00,138.15,4441.62,68.5,2202.32,,
1975-12-30 09:00:00+00:00,141.0,4533.25,69.73,2241.87,,
1976-01-02 09:00:00+00:00,140.35,4512.35,69.36,2229.97,,
1976-01-30 09:00:00+00:00,128.0,4115.29,63.02,2026.14,,
1976-02-02 09:00:00+00:00,128.4,4128.15,63.34,2036.43,,
1976-03-01 09:00:00+00:00,132.45,4258.36,65.3,2099.44,,
1976-03-30 09:00:00+00:00,128.6,4134.58,67.09,2156.99,,
1976-04-01 09:00:00+00:00,129.15,4152.26,67.7,2176.6,,
1976-04-30 09:00:00+00:00,128.15,4120.11,69.5,2234.47,,
1976-05-03 09:00:00+00:00,128.25,4123.33,69.46,2233.19,,
1976-06-01 09:00:00+00:00,126.05,4052.6,71.8,2308.42,,
1976-06-30 09:00:00+00:00,123.8,3980.26,69.47,2233.51,,
1976-07-01 09:00:00+00:00,123.25,3962.57,69.06,2220.33,,
1976-07-30 09:00:00+00:00,112.4,3613.74,63.02,2026.14,,
1976-08-02 09:00:00+00:00,111.5,3584.8,62.5,2009.42,,
1976-08-31 09:00:00+00:00,103.05,3313.13,58.05,1866.35,,
1976-09-01 09:00:00+00:00,104.0,3343.67,58.6,1884.03,,
1976-09-30 09:00:00+00:00,116.1,3732.7,69.61,2238.01,,
1976-10-01 09:00:00+00:00,116.25,3737.52,69.51,2234.8,,
1976-11-01 09:00:00+00:00,122.0,3922.39,76.79,2468.85,,
1976-11-30 09:00:00+00:00,130.1,4182.81,78.89,2536.37,,
1976-12-01 09:00:00+00:00,130.5,4195.67,78.45,2522.22,,
1976-12-30 09:00:00+00:00,134.65,4329.09,79.11,2543.44,,
1977-01-04 09:00:00+00:00,136.1,4375.71,79.75,2564.02,,
1977-01-31 09:00:00+00:00,132.1,4247.11,77.05,2477.21,,
1977-02-01 09:00:00+00:00,132.85,4271.22,77.41,2488.79,,
1977-03-01 09:00:00+00:00,142.1,4568.61,83.02,2669.15,,
1977-03-30 09:00:00+00:00,148.9,4787.24,86.52,2781.68,,
1977-04-01 09:00:00+00:00,148.25,4766.34,86.21,2771.71,,
1977-05-02 09:00:00+00:00,147.5,4742.23,85.78,2757.89,,
1977-05-30 09:00:00+00:00,144.0,4629.7,83.85,2695.84,,
1977-06-01 09:00:00+00:00,143.75,4621.66,83.62,2688.44,,
1977-06-30 09:00:00+00:00,142.95,4595.94,83.09,2671.4,,
1977-07-01 09:00:00+00:00,143.05,4599.16,83.15,2673.33,,
1977-08-01 09:00:00+00:00,144.8,4655.42,83.26,2676.87,,
1977-08-30 09:00:00+00:00,145.65,4682.75,83.6,2687.8,,
1977-09-01 09:00:00+00:00,145.6,4681.14,83.56,2686.51,,
1977-09-30 09:00:00+00:00,153.9,4947.99,88.13,2833.44,,
1977-10-03 09:00:00+00:00,155.1,4986.57,88.36,2840.84,,
1977-10-31 09:00:00+00:00,160.8,5169.83,87.82,2823.47,,
1977-11-01 09:00:00+00:00,162.55,5226.1,87.49,2812.86,,
1977-11-30 09:00:00+00:00,159.8,5137.68,88.03,2830.23,,
1977-12-01 09:00:00+00:00,160.1,5147.33,88.04,2830.55,,
1977-12-30 09:00:00+00:00,165.6,5324.16,86.84,2791.97,,
1978-01-03 09:00:00+00:00,168.6,5420.61,86.6,2784.25,,
1978-01-30 09:00:00+00:00,175.9,5655.31,90.2,2899.99,,
1978-02-01 09:00:00+00:00,176.6,5677.81,90.58,2912.21,,
1978-03-01 09:00:00+00:00,183.8,5909.3,94.47,3037.28,,
1978-03-30 09:00:00+00:00,179.4,5767.84,95.68,3076.18,,
1978-04-03 09:00:00+00:00,182.75,5875.54,97.42,3132.12,,
1978-05-02 09:00:00+00:00,169.15,5438.29,92.56,2975.87,,
1978-05-30 09:00:00+00:00,181.7,5841.78,99.96,3213.78,,
1978-06-01 09:00:00+00:00,183.25,5891.62,100.02,3215.71,,
1978-06-30 09:00:00+00:00,183.2,5890.01,98.45,3165.24,,
1978-07-03 09:00:00+00:00,183.0,5883.58,98.45,3165.24,,
1978-07-31 09:00:00+00:00,198.9,6394.77,102.94,3309.59,,
1978-08-01 09:00:00+00:00,207.5,6671.27,107.22,3447.2,,
1978-08-30 09:00:00+00:00,206.6,6642.33,106.0,3407.97,,
1978-09-01 09:00:00+00:00,208.1,6690.56,107.09,3443.02,,
1978-10-02 09:00:00+00:00,217.0,6976.7,110.17,3542.04,,
1978-10-30 09:00:00+00:00,241.3,7757.96,114.93,3695.08,,
1978-11-01 09:00:00+00:00,238.65,7672.76,115.99,3729.16,,
1978-11-30 09:00:00+00:00,193.7,6227.59,99.37,3194.82,,
1978-12-01 09:00:00+00:00,194.05,6238.84,100.2,3221.5,,
1979-01-02 09:00:00+00:00,227.15,7303.03,110.82,3562.94,,
1979-01-30 09:00:00+00:00,233.65,7512.01,116.95,3760.02,,
1979-02-01 09:00:00+00:00,232.4,7471.82,117.08,3764.2,,
1979-03-01 09:00:00+00:00,249.3,8015.17,123.31,3964.5,,
1979-03-30 09:00:00+00:00,239.65,7704.92,116.08,3732.05,,
1979-04-02 09:00:00+00:00,240.05,7717.78,116.08,3732.05,,
1979-04-30 09:00:00+00:00,243.45,7827.09,118.31,3803.75,,
1979-05-01 09:00:00+00:00,247.7,7963.73,120.01,3858.41,,
1979-05-30 09:00:00+00:00,272.6,8764.28,132.39,4256.43,,
1979-06-01 09:00:00+00:00,276.7,8896.1,133.38,4288.26,,
1979-07-02 09:00:00+00:00,282.2,9072.93,129.06,4149.37,,
1979-07-30 09:00:00+00:00,304.65,9794.71,131.33,4222.35,,
1979-08-01 09:00:00+00:00,290.95,9354.25,129.43,4161.27,,
1979-08-30 09:00:00+00:00,318.65,10244.82,141.72,4556.4,,
1979-09-03 09:00:00+00:00,319.3,10265.72,141.93,4563.15,,
1979-10-01 09:00:00+00:00,399.5,12844.2,183.07,5885.83,,
1979-10-30 09:00:00+00:00,376.0,12088.66,180.19,5793.23,,
1979-11-01 09:00:00+00:00,379.7,12207.62,182.04,5852.71,,
1979-11-30 09:00:00+00:00,417.2,13413.27,190.01,6108.95,,
1979-12-03 09:00:00+00:00,428.0,13760.5,193.88,6233.38,,
1979-12-31 09:00:00+00:00,524.0,16846.97,235.19,7561.52,,
1980-01-02 09:00:00+00:00,559.0,17972.24,251.12,8073.68,,
1980-01-30 09:00:00+00:00,703.5,22618.02,310.95,9997.26,,
1980-02-01 09:00:00+00:00,675.0,21701.72,296.85,9543.94,,
1980-03-03 09:00:00+00:00,637.0,20480.0,281.32,9044.63,,
1980-03-31 09:00:00+00:00,503.25,16179.84,231.54,7444.17,,
1980-04-01 09:00:00+00:00,501.5,16123.58,234.95,7553.81,,
1980-04-30 09:00:00+00:00,519.25,16694.25,229.17,7367.98,,
1980-05-01 09:00:00+00:00,507.75,16324.52,224.27,7210.44,,
1980-05-30 09:00:00+00:00,531.4,17084.88,228.17,7335.83,,
1980-06-02 09:00:00+00:00,563.0,18100.84,239.02,7684.66,,
1980-06-30 09:00:00+00:00,662.5,21299.84,280.78,9027.27,,
1980-07-01 09:00:00+00:00,656.0,21090.86,278.14,8942.4,,
1980-07-30 09:00:00+00:00,636.5,20463.92,268.32,8626.68,,
1980-08-01 09:00:00+00:00,622.0,19997.74,266.32,8562.37,,
1980-09-01 09:00:00+00:00,626.25,20134.38,260.56,8377.19,,
1980-09-30 09:00:00+00:00,670.0,21540.97,280.51,9018.59,,
1980-10-01 09:00:00+00:00,679.25,21838.36,284.44,9144.95,,
1980-10-30 09:00:00+00:00,643.5,20688.98,263.3,8465.28,,
1980-11-03 09:00:00+00:00,634.3,20393.19,260.28,8368.18,,
1980-12-01 09:00:00+00:00,635.5,20431.77,269.74,8672.33,,
1980-12-30 09:00:00+00:00,587.0,18872.46,246.85,7936.4,,
1981-01-05 09:00:00+00:00,592.0,19033.21,246.87,7937.04,,
1981-01-30 09:00:00+00:00,507.5,16316.48,212.7,6838.45,,
1981-02-02 09:00:00+00:00,493.25,15858.33,208.34,6698.28,,
1981-03-02 09:00:00+00:00,474.5,15255.51,217.84,7003.71,,
1981-03-30 09:00:00+00:00,529.5,17023.8,236.54,7604.93,,
1981-04-01 09:00:00+00:00,516.75,16613.87,230.49,7410.41,,
1981-04-30 09:00:00+00:00,481.0,15464.49,224.8,7227.48,,
1981-05-01 09:00:00+00:00,484.75,15585.05,226.25,7274.1,,
1981-06-01 09:00:00+00:00,481.25,15472.52,232.26,7467.32,,
1981-06-30 09:00:00+00:00,421.5,13551.52,216.55,6962.23,,
1981-07-01 09:00:00+00:00,421.25,13543.48,220.66,7094.37,,
1981-07-30 09:00:00+00:00,402.25,12932.62,217.32,6986.99,,
1981-08-03 09:00:00+00:00,392.5,12619.15,215.52,6929.12,,
1981-09-01 09:00:00+00:00,422.5,13583.67,230.6,7413.95,,
1981-09-30 09:00:00+00:00,426.5,13712.27,237.21,7626.47,,
1981-10-01 09:00:00+00:00,435.25,13993.59,237.58,7638.36,,
1981-10-30 09:00:00+00:00,429.0,13792.65,232.52,7475.68,,
1981-11-02 09:00:00+00:00,431.0,13856.95,229.96,7393.37,,
1981-11-30 09:00:00+00:00,415.5,13358.62,211.7,6806.3,,
1981-12-01 09:00:00+00:00,405.0,13021.03,207.25,6663.23,,
1981-12-30 09:00:00+00:00,397.25,12771.87,208.8,6713.07,,
1982-01-04 09:00:00+00:00,399.0,12828.13,206.15,6627.87,,
1982-02-01 09:00:00+00:00,381.25,12257.45,203.58,6545.24,,
1982-03-01 09:00:00+00:00,358.75,11534.06,197.3,6343.33,,
1982-03-30 09:00:00+00:00,325.75,10473.09,182.82,5877.79,,
1982-04-01 09:00:00+00:00,325.5,10465.05,182.37,5863.32,,
1982-04-30 09:00:00+00:00,356.75,11469.76,198.98,6397.35,,
1982-05-04 09:00:00+00:00,343.5,11043.77,190.15,6113.46,,
1982-06-01 09:00:00+00:00,319.0,10256.07,178.09,5725.72,,
1982-06-30 09:00:00+00:00,314.0,10095.32,180.46,5801.92,,
1982-07-01 09:00:00+00:00,311.75,10022.98,179.97,5786.16,,
1982-07-30 09:00:00+00:00,342.5,11011.61,196.88,6329.83,,
1982-08-02 09:00:00+00:00,352.12,11320.9,200.95,6460.68,,
1982-08-31 09:00:00+00:00,409.6,13168.93,238.56,7669.87,,
1982-09-01 09:00:00+00:00,404.25,12996.92,235.51,7571.81,,
1982-09-30 09:00:00+00:00,394.75,12691.49,233.3,7500.76,,
1982-10-01 09:00:00+00:00,397.75,12787.94,234.2,7529.69,,
1982-11-01 09:00:00+00:00,426.75,13720.31,254.24,8173.99,,
1982-11-30 09:00:00+00:00,428.25,13768.54,265.75,8544.05,,
1982-12-01 09:00:00+00:00,440.0,14146.31,269.24,8656.25,,
1982-12-30 09:00:00+00:00,457.25,14700.91,282.17,9071.96,,
1983-01-04 09:00:00+00:00,452.75,14556.23,278.19,8944.0,,
1983-01-31 09:00:00+00:00,503.0,16171.8,327.79,10538.68,,
1983-02-01 09:00:00+00:00,508.5,16348.63,333.95,10736.73,,
1983-03-01 09:00:00+00:00,414.5,13326.47,274.74,8833.08,,
1983-03-30 09:00:00+00:00,417.25,13414.88,285.94,9193.17,,
1983-04-05 09:00:00+00:00,425.75,13688.16,285.03,9163.91,,
1983-05-03 09:00:00+00:00,431.0,13856.95,273.13,8781.32,,
1983-05-31 09:00:00+00:00,439.0,14114.16,272.5,8761.07,,
1983-06-01 09:00:00+00:00,416.25,13382.73,261.55,8409.02,,
1983-06-30 09:00:00+00:00,416.75,13398.8,272.44,8759.14,,
1983-07-01 09:00:00+00:00,416.75,13398.8,271.68,8734.7,,
1983-08-01 09:00:00+00:00,413.25,13286.28,272.65,8765.89,,
1983-08-30 09:00:00+00:00,418.85,13466.32,279.33,8980.66,,
1983-09-01 09:00:00+00:00,415.8,13368.26,276.56,8891.6,,
1983-09-30 09:00:00+00:00,404.0,12988.88,270.11,8684.23,,
1983-10-03 09:00:00+00:00,393.5,12651.3,264.09,8490.68,,
1983-10-31 09:00:00+00:00,383.5,12329.79,256.57,8248.91,,
1983-11-01 09:00:00+00:00,376.0,12088.66,251.59,8088.79,,
1983-11-30 09:00:00+00:00,405.75,13045.15,277.19,8911.85,,
1983-12-01 09:00:00+00:00,398.5,12812.05,272.44,8759.14,,
1983-12-30 09:00:00+00:00,381.5,12265.49,262.98,8454.99,,
1984-01-03 09:00:00+00:00,384.0,12345.87,267.32,8594.53,,
1984-01-30 09:00:00+00:00,369.25,11871.65,262.53,8440.52,,
1984-02-01 09:00:00+00:00,377.25,12128.85,268.33,8627.0,,
1984-03-01 09:00:00+00:00,395.25,12707.56,265.89,8548.55,,
1984-03-30 09:00:00+00:00,388.5,12490.55,269.14,8653.04,,
1984-04-02 09:00:00+00:00,387.25,12450.36,268.64,8636.96,,
1984-04-30 09:00:00+00:00,376.2,12095.09,269.2,8654.97,,
1984-05-01 09:00:00+00:00,376.4,12101.52,269.53,8665.58,,
1984-05-30 09:00:00+00:00,384.75,12369.98,278.0,8937.89,,
1984-06-01 09:00:00+00:00,389.4,12519.48,279.68,8991.91,,
1984-07-02 09:00:00+00:00,370.45,11910.23,274.98,8840.8,,
1984-07-30 09:00:00+00:00,339.15,10903.91,259.09,8329.92,,
1984-08-01 09:00:00+00:00,337.35,10846.04,259.34,8337.96,,
1984-08-30 09:00:00+00:00,348.75,11212.56,265.96,8550.8,,
1984-09-03 09:00:00+00:00,346.2,11130.57,264.88,8516.08,,
1984-10-01 09:00:00+00:00,344.75,11083.95,279.6,8989.34,,
1984-10-30 09:00:00+00:00,335.65,10791.38,277.01,8906.07,,
1984-11-01 09:00:00+00:00,333.85,10733.51,273.2,8783.57,,
1984-11-30 09:00:00+00:00,328.6,10564.72,273.67,8798.68,,
1984-12-03 09:00:00+00:00,327.7,10535.78,274.92,8838.87,,
1984-12-31 09:00:00+00:00,309.0,9934.57,265.69,8542.12,,
1985-01-02 09:00:00+00:00,306.25,9846.15,267.19,8590.35,,
1985-01-30 09:00:00+00:00,303.0,9741.66,270.57,8699.01,,
1985-02-01 09:00:00+00:00,304.8,9799.53,270.09,8683.58,,
1985-03-01 09:00:00+00:00,288.1,9262.62,267.55,8601.92,,
1985-04-01 09:00:00+00:00,324.65,10437.72,262.56,8441.49,,
1985-04-30 09:00:00+00:00,324.65,10437.72,261.39,8403.87,,
1985-05-01 09:00:00+00:00,315.6,10146.76,256.69,8252.76,,
1985-05-30 09:00:00+00:00,315.0,10127.47,246.87,7937.04,,
1985-06-03 09:00:00+00:00,316.85,10186.95,244.77,7869.53,,
1985-07-01 09:00:00+00:00,315.35,10138.72,239.48,7699.45,,
1985-07-30 09:00:00+00:00,323.25,10392.71,227.05,7299.82,,
1985-08-01 09:00:00+00:00,326.75,10505.24,231.82,7453.18,,
1985-08-30 09:00:00+00:00,335.75,10794.6,239.82,7710.38,,
1985-09-02 09:00:00+00:00,335.45,10784.95,241.98,7779.83,,
1985-09-30 09:00:00+00:00,326.5,10497.2,233.05,7492.72,,
1985-10-01 09:00:00+00:00,323.15,10389.5,229.97,7393.7,,
1985-10-30 09:00:00+00:00,326.8,10506.85,226.32,7276.35,,
1985-11-01 09:00:00+00:00,324.65,10437.72,226.24,7273.77,,
1985-12-02 09:00:00+00:00,323.95,10415.22,216.73,6968.02,,
1985-12-30 09:00:00+00:00,326.15,10485.95,226.65,7286.96,,
1986-01-02 09:00:00+00:00,327.1,10516.49,224.3,7211.4,,
1986-01-30 09:00:00+00:00,355.4,11426.36,253.13,8138.31,,
1986-02-03 09:00:00+00:00,347.35,11167.55,249.95,8036.07,,
1986-03-03 09:00:00+00:00,339.45,10913.56,236.52,7604.28,,
1986-04-01 09:00:00+00:00,333.7,10728.69,227.91,7327.47,,
1986-04-30 09:00:00+00:00,344.75,11083.95,223.36,7181.18,,
1986-05-01 09:00:00+00:00,345.6,11111.28,224.63,7222.01,,
1986-05-30 09:00:00+00:00,343.35,11038.94,231.45,7441.28,,
